1,5324147273774635,EUR,4963.85,false,income
2,5281818411995560,GBP,3063.44,false,outcome
3,5048370715320479,EUR,9634.74,false,income
4,5100172819611950,USD,9160.11,false,income
5,5007664668885218,EUR,2364.66,false,outcome
6,4041593220002718,EUR,9837.63,false,income
7,5048373781323591,GBP,631.83,false,outcome
8,4595160035437,EUR,7140.06,false,outcome
9,5283720093715027,EUR,3596.3,true,outcome
10,5161045572176054,EUR,4415.2,true,outcome
11,5002357955241063,GBP,4092.41,true,income
12,5108753166337927,EUR,83.7,false,income
13,5007664370578226,EUR,2930.26,false,income
14,4041593829880,EUR,2604.34,false,income
15,4041596096826,USD,5826.24,true,income
16,5100131852746503,EUR,7796.19,true,income
17,5382812780457219,EUR,5630.22,true,income
18,4018201790555,GBP,2655.7,true,income
19,4948934520657,EUR,4876.55,false,outcome
20,5010125985617853,USD,5528.66,false,income
21,5048370312719693,EUR,7367.36,true,income
22,5048371322480516,EUR,6528.06,false,income
23,4017955063706,EUR,1160.84,true,income
24,5257661012397178,GBP,1120.47,false,income
25,4041595832601696,USD,2368.81,true,income
26,5100145513345174,GBP,3546.17,true,income
27,5478009624917707,GBP,9713.21,true,income
28,5100141966855231,GBP,9627.83,true,income
29,5267897318989908,EUR,1659.37,false,income
30,4034482047193,USD,3339.32,true,income
31,5561386805953331,USD,1695.74,false,income
32,5207090489897497,EUR,6989.92,false,income
33,4162839839309,EUR,7172.3,true,outcome
34,5100145214954878,EUR,4801.53,false,outcome
35,5419435958662548,GBP,5193.48,false,income
36,5100133060742985,GBP,7743.2,false,outcome
37,5010129333098592,GBP,4894.64,true,outcome
38,5177950596371551,EUR,9051.04,true,outcome
39,4104074437258,GBP,8285.61,true,outcome
40,5010121455646183,EUR,8399.93,false,income
41,4387419293342991,EUR,6961.05,true,income
42,5215981748606259,GBP,4996.75,true,income
43,4041591875240,USD,7843.92,true,income
44,4041598285682,GBP,572.72,true,income
45,5595916620562386,EUR,2839.85,false,income
46,5002354026701415,EUR,3619.54,true,outcome
